2,67,50,4668,905,230,81,190,4669,218,0,0,0,0,0,0,0,0,0,0,0,
0,14,101,796,906,270,134,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,174,70,256,4670,4,4671,113,4672,4673,0,0,0,0,0,0,0,0,0,0,0,
3,4674,2220,1193,1194,287,271,713,714,108,0,0,0,0,0,0,0,0,0,0,0,
0,3031,1418,593,4675,345,0,4676,2221,0,0,0,0,0,0,0,0,0,0,0,0,
0,4677,35,205,4678,650,3032,1737,1419,907,1738,0,0,0,0,0,0,0,0,0,0,
3,135,346,1195,102,3033,797,48,4679,797,0,0,0,0,0,0,0,0,0,0,0,
1,139,373,19,3034,206,303,11,4680,114,2,0,0,0,0,0,0,0,0,0,0,
3,374,445,288,110,257,4681,175,25,181,0,0,0,0,0,0,0,0,0,0,0,
2,56,1196,87,4,4682,4683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,35,375,126,207,38,551,94,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,139,219,594,908,1739,651,57,1,191,2,0,0,0,0,0,0,0,0,0,0,
3,4684,4685,3035,208,595,1420,496,1027,220,0,0,0,0,0,0,0,0,0,0,0,
3,4686,3036,3037,4687,4688,347,909,90,910,4689,0,0,0,0,0,0,0,0,0,0,
0,552,911,798,4690,912,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,247,4691,97,94,1421,1422,98,2222,192,446,0,0,0,0,0,0,0,0,0,0,
0,2223,799,193,40,4692,1423,4693,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,4694,3038,2224,140,1197,4695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,3039,3040,15,2225,190,81,800,230,0,0,0,0,0,0,0,0,0,0,0,0,
2,4696,652,159,141,715,716,4697,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,447,4698,4699,91,801,348,596,409,2226,160,0,0,0,0,0,0,0,0,0,0,
3,16,3,8,802,448,160,913,449,0,0,0,0,0,0,0,0,0,0,0,0,
0,410,4700,131,4701,597,3041,717,120,1,450,4702,1740,0,0,0,0,0,0,0,0,
0,598,71,4703,1028,194,4704,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,
0,349,1424,48,4705,35,41,4706,4707,0,0,0,0,0,0,0,0,0,0,0,0,
1,350,4708,1425,653,654,718,44,803,1198,272,2227,0,0,0,0,0,0,0,0,0,
2,376,195,599,719,51,1741,136,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,914,2228,137,176,4709,3042,95,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,76,451,52,270,915,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1426,196,3,377,1427,1030,1199,378,258,0,0,0,0,0,0,0,0,0,0,0,
3,4710,20,161,1428,1742,4711,4712,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,56,94,4,1200,4713,4714,2229,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2230,137,497,95,1201,1031,1032,259,1743,3,248,498,0,0,0,0,0,0,0,0,
1,12,553,31,1033,4715,4716,304,3043,0,0,0,0,0,0,0,0,0,0,0,0,
2,1034,3044,1202,1744,655,105,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,4717,2231,1745,916,4,554,718,147,4718,0,0,0,0,0,0,0,0,0,0,0,
3,917,1746,1035,1429,1747,1748,1749,1036,4719,0,0,0,0,0,0,0,0,0,0,0,
1,177,412,1203,804,4720,22,43,31,2,0,0,0,0,0,0,0,0,0,0,0,
1,3046,2232,330,289,4721,4722,114,103,2,0,0,0,0,0,0,0,0,0,0,0,
1,1430,720,553,351,1750,1751,918,555,4723,0,0,0,0,0,0,0,0,0,0,0,
3,331,1037,4724,123,2233,805,3047,2234,0,0,0,0,0,0,0,0,0,0,0,0,
1,413,4725,1204,142,182,12,2235,260,0,0,0,0,0,0,0,0,0,0,0,0,
1,1431,197,36,4726,44,65,221,4727,0,0,0,0,0,0,0,0,0,0,0,0,
